% Feature correlation 

@relation 'Feature correlation'

@attribute 'First feature id' numeric
@attribute 'First feature dimension' numeric
@attribute 'Second feature id' numeric
@attribute 'Second feature dimension' numeric
@attribute 'Correlation coefficient' numeric

@data
25,1,42,6,0.074263
25,1,42,7,0.079584
25,1,42,8,0.087723
25,1,42,9,0.098513
25,1,42,10,0.10688
25,1,60,1,0.065646
25,1,60,2,0.055764
25,1,60,3,0.043586
25,1,60,4,0.042015
25,1,60,5,0.040905
25,1,60,6,0.051037
25,1,60,7,0.054904
25,1,60,8,0.08118
25,1,60,9,0.084671
25,1,60,10,0.059916
25,1,61,1,0.14282
25,1,61,2,0.1268
25,1,61,3,0.099856
25,1,61,4,0.090132
25,1,61,5,0.091061
25,1,61,6,0.1067
25,1,61,7,0.1789
25,1,61,8,0.34262
25,1,61,9,0.45079
25,1,61,10,0.48618
25,1,62,1,0.024834
25,1,62,2,0.028884
25,1,62,3,0.032717
25,1,62,4,0.028376
25,1,62,5,0.033035
25,1,62,6,0.047307
25,1,62,7,0.099327
25,1,62,8,0.24009
25,1,62,9,0.29082
25,1,62,10,0.15458
25,1,200,1,0.15264
25,1,201,1,0.19267
25,1,202,1,0.030088
25,1,202,2,0.10405
25,1,203,1,0.031253
25,1,204,1,0.16889
25,1,204,2,0.26386
25,1,204,3,0.31722
25,1,204,4,0.1346
25,1,204,5,0.27523
25,1,204,6,0.22538
25,1,204,7,0.36999
25,1,204,8,0.29891
25,1,204,9,0.15774
25,1,204,10,0.25695
25,1,204,11,0.2065
25,1,204,12,0.29258
25,1,204,13,0.10436
25,1,204,14,0.20105
25,1,204,15,0.35586
25,1,204,16,0.23415
25,1,204,17,0.2374
25,1,204,18,0.11733
25,1,204,19,0.4728
25,1,204,20,0.31139
25,1,204,21,0.38711
25,1,204,22,0.21516
25,1,204,23,0.0991
25,1,204,24,0.29644
25,1,205,1,0.24374
25,1,206,1,0.10767
25,1,206,2,0.12632
25,1,206,3,0.13888
25,1,206,4,0.16681
25,1,206,5,0.1803
25,1,206,6,0.2155
25,1,206,7,0.24216
25,1,206,8,0.13001
25,1,206,9,0.072203
25,1,206,10,0.060421
25,1,206,11,0.075077
25,1,206,12,0.087559
25,1,207,1,0.063097
25,1,209,1,0.047343
25,1,209,2,0.057755
25,1,209,3,0.050355
25,1,209,4,0.05171
25,1,209,5,0.05926
25,1,209,6,0.055927
25,1,209,7,0.080076
25,1,209,8,0.046336
25,1,209,9,0.11144
25,1,209,10,0.058258
25,1,209,11,0.062936
25,1,209,12,0.071503
25,1,210,1,0.057161
25,1,210,2,0.099409
25,1,210,3,0.046847
25,1,210,4,0.091386
25,1,210,5,0.057279
25,1,210,6,0.051562
25,1,210,7,0.068227
25,1,210,8,0.050452
25,1,210,9,0.084837
25,1,210,10,0.05674
25,1,210,11,0.046753
25,1,210,12,0.062098
25,1,211,1,0.24374
25,1,211,2,0.37579
25,1,211,3,0.090508
25,1,212,1,0.11241
25,1,212,2,0.39543
25,1,212,3,0.070414
25,1,213,1,0.13747
25,1,213,2,0.36083
25,1,213,3,0.10738
25,1,214,1,0.18729
25,1,214,2,0.32143
25,1,214,3,0.12587
25,1,215,1,0.21888
25,1,215,2,0.29815
25,1,215,3,0.10359
25,1,216,1,0.058697
25,1,216,2,0.059377
25,1,216,3,0.044792
25,1,216,4,0.11352
25,1,216,5,0.053364
25,1,216,6,0.086194
25,1,217,1,0.052605
25,1,218,1,0.085963
25,1,218,2,0.079507
25,1,218,3,0.07059
25,1,218,4,0.080543
25,1,218,5,0.076211
25,1,218,6,0.083243
25,1,218,7,0.085305
25,1,218,8,0.079283
25,1,218,9,0.084618
25,1,218,10,0.083646
25,1,218,11,0.090436
25,1,218,12,0.08383
25,1,401,1,0.071727
25,1,402,1,0.11984
25,1,405,1,0.057259
25,1,406,1,0.050218
25,1,407,1,0.11372
25,1,410,1,0.080929
25,1,410,2,0.11064
25,1,410,3,0.094274
25,1,410,4,0.089264
25,1,410,5,0.091952
25,1,410,6,0.1051
25,1,410,7,0.13792
25,1,418,1,0.070969
25,1,420,1,0.10257
25,1,421,1,NaN
25,1,422,1,0.073112
25,1,425,1,0.055279
25,1,427,1,0.077944
25,1,427,2,0.066058
25,1,427,3,0.055513
25,1,427,4,0.059165
25,1,427,5,0.06002
25,2,25,3,0.45494
25,2,25,4,0.29959
25,2,28,1,0.12104
25,2,28,2,0.60484
25,2,28,3,0.13134
25,2,28,4,0.13593
25,2,28,5,0.12305
25,2,28,6,0.084729
25,2,28,7,0.10572
25,2,28,8,0.072426
25,2,28,9,0.084416
25,2,28,10,0.071681
25,2,28,11,0.066074
25,2,28,12,0.06279
25,2,28,13,0.05962
25,2,29,1,0.15695
25,2,30,1,0.15327
25,2,31,1,0.19551
25,2,32,1,0.20089
25,2,33,1,0.38929
25,2,38,1,0.517
25,2,38,2,0.24964
25,2,38,3,0.1492
25,2,38,4,0.17993
25,2,38,5,0.15586
25,2,38,6,0.10269
25,2,38,7,0.11503
25,2,38,8,0.11509
25,2,38,9,0.085049
25,2,38,10,0.091079
25,2,38,11,0.093148
25,2,38,12,0.090852
25,2,38,13,0.072332
25,2,38,14,0.073835
25,2,38,15,0.071611
25,2,38,16,0.061565
25,2,38,17,0.065441
25,2,38,18,0.062267
25,2,38,19,0.063218
25,2,38,20,0.060888
25,2,39,1,0.56731
25,2,39,2,0.13042
25,2,39,3,0.10212
25,2,39,4,0.1967
25,2,39,5,0.079552
25,2,39,6,0.10703
25,2,39,7,0.072803
25,2,39,8,0.07105
25,2,39,9,0.070568
25,2,39,10,0.068147
25,2,39,11,0.063202
25,2,39,12,0.072418
25,2,39,13,0.060343
25,2,40,1,0.20234
25,2,40,2,0.16396
25,2,40,3,0.10995
25,2,40,4,0.097689
25,2,40,5,0.082586
25,2,40,6,0.084516
25,2,40,7,0.08538
25,2,40,8,0.093142
25,2,40,9,0.10329
25,2,40,10,0.10793
25,2,40,11,0.12454
25,2,40,12,0.14726
25,2,40,13,0.1919
25,2,40,14,0.23331
25,2,40,15,0.28257
25,2,40,16,0.40577
25,2,40,17,0.46555
25,2,40,18,0.47382
25,2,40,19,0.44714
25,2,40,20,0.37383
25,2,40,21,0.3162
25,2,40,22,0.27618
25,2,40,23,0.24653
25,2,41,1,0.10567
25,2,41,2,0.10975
25,2,41,3,0.11417
25,2,41,4,0.12157
25,2,41,5,0.099749
25,2,41,6,0.10538
25,2,41,7,0.11195
25,2,41,8,0.11902
25,2,42,1,0.10161
25,2,42,2,0.10727
25,2,42,3,0.11372
25,2,42,4,0.12055
25,2,42,5,0.13492
25,2,42,6,0.085895
25,2,42,7,0.092828
25,2,42,8,0.10338
25,2,42,9,0.11582
25,2,42,10,0.13046
25,2,60,1,0.06304
25,2,60,2,0.058901
25,2,60,3,0.051917
25,2,60,4,0.048845
25,2,60,5,0.046973
25,2,60,6,0.056697
25,2,60,7,0.058862
25,2,60,8,0.067687
25,2,60,9,0.071534
25,2,60,10,0.053997
25,2,61,1,0.14217
25,2,61,2,0.12863
25,2,61,3,0.094778
25,2,61,4,0.086574
25,2,61,5,0.10644
25,2,61,6,0.15032
25,2,61,7,0.26927
25,2,61,8,0.48528
25,2,61,9,0.441
25,2,61,10,0.30866
25,2,62,1,0.025865
25,2,62,2,0.028387
25,2,62,3,0.032506
25,2,62,4,0.030084
25,2,62,5,0.034009
25,2,62,6,0.051211
25,2,62,7,0.10855
25,2,62,8,0.21236
25,2,62,9,0.1783
25,2,62,10,0.11371
25,2,200,1,0.14549
25,2,201,1,0.14814
25,2,202,1,0.035657
25,2,202,2,0.12076
25,2,203,1,0.03621
25,2,204,1,0.18496
25,2,204,2,0.25434
25,2,204,3,0.30571
25,2,204,4,0.13658
25,2,204,5,0.24594
25,2,204,6,0.21816
25,2,204,7,0.31515
25,2,204,8,0.26773
25,2,204,9,0.1605
25,2,204,10,0.29053
25,2,204,11,0.23248
25,2,204,12,0.30714
25,2,204,13,0.094573
25,2,204,14,0.19279
25,2,204,15,0.34008
25,2,204,16,0.23528
25,2,204,17,0.19166
25,2,204,18,0.11096
25,2,204,19,0.37174
25,2,204,20,0.25506
25,2,204,21,0.38553
25,2,204,22,0.27248
25,2,204,23,0.13178
25,2,204,24,0.32914
25,2,205,1,0.23028
25,2,206,1,0.099481
25,2,206,2,0.11522
25,2,206,3,0.12415
25,2,206,4,0.14449
25,2,206,5,0.15461
25,2,206,6,0.17573
25,2,206,7,0.20978
25,2,206,8,0.11188
25,2,206,9,0.081095
25,2,206,10,0.067652
25,2,206,11,0.075187
25,2,206,12,0.086596
25,2,207,1,0.06858
25,2,209,1,0.052592
25,2,209,2,0.063019
25,2,209,3,0.055751
25,2,209,4,0.058907
25,2,209,5,0.058723
25,2,209,6,0.053438
25,2,209,7,0.077018
25,2,209,8,0.052236
25,2,209,9,0.10935
25,2,209,10,0.0573
25,2,209,11,0.060315
25,2,209,12,0.072778
25,2,210,1,0.059593
25,2,210,2,0.092524
25,2,210,3,0.051723
25,2,210,4,0.08715
25,2,210,5,0.060346
25,2,210,6,0.057631
25,2,210,7,0.072879
25,2,210,8,0.055655
25,2,210,9,0.080406
25,2,210,10,0.057126
25,2,210,11,0.047929
25,2,210,12,0.068098
25,2,211,1,0.23028
25,2,211,2,0.32421
25,2,211,3,0.075837
25,2,212,1,0.12296
25,2,212,2,0.2509
25,2,212,3,0.081979
25,2,213,1,0.18525
25,2,213,2,0.19895
25,2,213,3,0.12315
25,2,214,1,0.24294
25,2,214,2,0.16027
25,2,214,3,0.13533
25,2,215,1,0.26628
25,2,215,2,0.14054
25,2,215,3,0.1018
25,2,216,1,0.065343
25,2,216,2,0.063983
25,2,216,3,0.04965
25,2,216,4,0.10755
25,2,216,5,0.058352
25,2,216,6,0.090582
25,2,217,1,0.055722
25,2,218,1,0.089507
25,2,218,2,0.08164
25,2,218,3,0.076065
25,2,218,4,0.085305
25,2,218,5,0.084431
25,2,218,6,0.084806
25,2,218,7,0.092587
25,2,218,8,0.085383
25,2,218,9,0.087587
25,2,218,10,0.089377
25,2,218,11,0.091824
25,2,218,12,0.087713
25,2,401,1,0.078204
25,2,402,1,0.11012
25,2,405,1,0.053766
25,2,406,1,0.050113
25,2,407,1,0.12723
25,2,410,1,0.086888
25,2,410,2,0.11629
25,2,410,3,0.10877
25,2,410,4,0.10155
25,2,410,5,0.084853
25,2,410,6,0.1122
25,2,410,7,0.15358
25,2,418,1,0.078548
25,2,420,1,0.1132
25,2,421,1,NaN
25,2,422,1,0.079119
25,2,425,1,0.058381
25,2,427,1,0.083823
25,2,427,2,0.071574
25,2,427,3,0.060803
25,2,427,4,0.064153
25,2,427,5,0.063161
25,3,25,4,0.72135
25,3,28,1,0.098151
25,3,28,2,0.36414
25,3,28,3,0.18836
25,3,28,4,0.14986
25,3,28,5,0.10391
25,3,28,6,0.10543
25,3,28,7,0.064107
25,3,28,8,0.055869
25,3,28,9,0.043434
25,3,28,10,0.043009
25,3,28,11,0.040162
25,3,28,12,0.039271
25,3,28,13,0.035604
25,3,29,1,0.25516
25,3,30,1,0.12973
25,3,31,1,0.14001
25,3,32,1,0.41614
25,3,33,1,0.38431
25,3,38,1,0.55935
25,3,38,2,0.19698
25,3,38,3,0.10001
25,3,38,4,0.10841
25,3,38,5,0.10538
25,3,38,6,0.10993
25,3,38,7,0.067204
25,3,38,8,0.07882
25,3,38,9,0.06139
25,3,38,10,0.060004
25,3,38,11,0.057779
25,3,38,12,0.047911
25,3,38,13,0.052614
25,3,38,14,0.046956
25,3,38,15,0.041881
25,3,38,16,0.044629
25,3,38,17,0.043597
25,3,38,18,0.03923
25,3,38,19,0.046189
25,3,38,20,0.038127
25,3,39,1,0.45118
25,3,39,2,0.24309
25,3,39,3,0.1889
25,3,39,4,0.1218
25,3,39,5,0.089474
25,3,39,6,0.055302
25,3,39,7,0.052615
25,3,39,8,0.048341
25,3,39,9,0.046974
25,3,39,10,0.042682
25,3,39,11,0.04427
25,3,39,12,0.039432
25,3,39,13,0.040559
25,3,40,1,0.13947
25,3,40,2,0.10926
25,3,40,3,0.085828
25,3,40,4,0.089582
25,3,40,5,0.073747
25,3,40,6,0.078603
25,3,40,7,0.074644
25,3,40,8,0.073502
25,3,40,9,0.070629
25,3,40,10,0.068196
25,3,40,11,0.071281
25,3,40,12,0.071073
25,3,40,13,0.078807
25,3,40,14,0.081665
25,3,40,15,0.095155
25,3,40,16,0.10983
25,3,40,17,0.14598
25,3,40,18,0.22267
25,3,40,19,0.33362
25,3,40,20,0.46466
25,3,40,21,0.52795
25,3,40,22,0.48128
25,3,40,23,0.41611
25,3,41,1,0.079911
25,3,41,2,0.085753
25,3,41,3,0.093164
25,3,41,4,0.075603
25,3,41,5,0.073691
25,3,41,6,0.079833
25,3,41,7,0.090362
25,3,41,8,0.073054
25,3,42,1,0.060706
25,3,42,2,0.064613
25,3,42,3,0.070834
25,3,42,4,0.081234
25,3,42,5,0.07815
25,3,42,6,0.053077
25,3,42,7,0.056945
25,3,42,8,0.064187
25,3,42,9,0.078025
25,3,42,10,0.075737
25,3,60,1,0.052497
25,3,60,2,0.041431
25,3,60,3,0.029565
25,3,60,4,0.029598
25,3,60,5,0.030521
25,3,60,6,0.036853
25,3,60,7,0.040862
25,3,60,8,0.080218
25,3,60,9,0.10382
25,3,60,10,0.055396
25,3,61,1,0.10522
25,3,61,2,0.091204
25,3,61,3,0.084178
25,3,61,4,0.081598
25,3,61,5,0.076407
25,3,61,6,0.075627
25,3,61,7,0.087438
25,3,61,8,0.143
25,3,61,9,0.35794
25,3,61,10,0.52003
25,3,62,1,0.021092
25,3,62,2,0.024955
25,3,62,3,0.025373
25,3,62,4,0.022548
25,3,62,5,0.024668
25,3,62,6,0.030414
25,3,62,7,0.059725
25,3,62,8,0.19772
25,3,62,9,0.33814
25,3,62,10,0.16554
25,3,200,1,0.11592
25,3,201,1,0.19149
25,3,202,1,0.021747
25,3,202,2,0.05592
25,3,203,1,0.025461
25,3,204,1,0.137
25,3,204,2,0.21452
25,3,204,3,0.25032
25,3,204,4,0.11582
25,3,204,5,0.21786
25,3,204,6,0.17084
25,3,204,7,0.29122
25,3,204,8,0.23547
25,3,204,9,0.11336
25,3,204,10,0.18487
25,3,204,11,0.15517
25,3,204,12,0.22251
25,3,204,13,0.083304
25,3,204,14,0.16091
25,3,204,15,0.2705
25,3,204,16,0.16121
25,3,204,17,0.17983
25,3,204,18,0.076878
25,3,204,19,0.37244
25,3,204,20,0.23776
25,3,204,21,0.26713
25,3,204,22,0.1348
25,3,204,23,0.069068
25,3,204,24,0.20596
25,3,205,1,0.18205
25,3,206,1,0.096229
25,3,206,2,0.11477
25,3,206,3,0.12385
25,3,206,4,0.1511
25,3,206,5,0.16249
25,3,206,6,0.18814
25,3,206,7,0.2115
25,3,206,8,0.11978
25,3,206,9,0.054131
25,3,206,10,0.051329
25,3,206,11,0.068402
25,3,206,12,0.079607
25,3,207,1,0.046111
25,3,209,1,0.034993
25,3,209,2,0.04584
25,3,209,3,0.041419
25,3,209,4,0.040203
25,3,209,5,0.043695
25,3,209,6,0.042001
25,3,209,7,0.064498
25,3,209,8,0.037448
25,3,209,9,0.088554
25,3,209,10,0.044105
25,3,209,11,0.045144
25,3,209,12,0.058939
25,3,210,1,0.046043
25,3,210,2,0.073582
25,3,210,3,0.035803
25,3,210,4,0.072859
25,3,210,5,0.048203
25,3,210,6,0.041251
25,3,210,7,0.053913
25,3,210,8,0.03761
25,3,210,9,0.064796
25,3,210,10,0.047446
25,3,210,11,0.038096
25,3,210,12,0.04961
25,3,211,1,0.18205
25,3,211,2,0.26626
25,3,211,3,0.074468
25,3,212,1,0.097778
25,3,212,2,0.3619
25,3,212,3,0.045826
25,3,213,1,0.09193
25,3,213,2,0.3609
25,3,213,3,0.061807
25,3,214,1,0.10979
25,3,214,2,0.34303
25,3,214,3,0.075835
25,3,215,1,0.13476
25,3,215,2,0.33305
25,3,215,3,0.06955
25,3,216,1,0.050519
25,3,216,2,0.048989
25,3,216,3,0.034171
25,3,216,4,0.087356
25,3,216,5,0.042059
25,3,216,6,0.063479
25,3,217,1,0.039209
25,3,218,1,0.062442
25,3,218,2,0.063167
25,3,218,3,0.054234
25,3,218,4,0.062261
25,3,218,5,0.054779
25,3,218,6,0.061453
25,3,218,7,0.061079
25,3,218,8,0.057224
25,3,218,9,0.065205
25,3,218,10,0.063789
25,3,218,11,0.07063
25,3,218,12,0.063105
25,3,401,1,0.053767
25,3,402,1,0.10734
25,3,405,1,0.046206
25,3,406,1,0.036556
25,3,407,1,0.083992
25,3,410,1,0.067758
25,3,410,2,0.087062
25,3,410,3,0.071089
25,3,410,4,0.074439
25,3,410,5,0.08053
25,3,410,6,0.08337
25,3,410,7,0.095951
25,3,418,1,0.055641
25,3,420,1,0.076813
25,3,421,1,NaN
25,3,422,1,0.057552
25,3,425,1,0.045383
25,3,427,1,0.062354
25,3,427,2,0.050006
25,3,427,3,0.045286
25,3,427,4,0.047807
25,3,427,5,0.048828
25,4,28,1,0.10565
25,4,28,2,0.27072
25,4,28,3,0.15578
25,4,28,4,0.11737
25,4,28,5,0.092608
25,4,28,6,0.089478
25,4,28,7,0.058189
25,4,28,8,0.049066
25,4,28,9,0.037575
25,4,28,10,0.035801
25,4,28,11,0.033257
25,4,28,12,0.033752
25,4,28,13,0.032065
25,4,29,1,0.27747
25,4,30,1,0.15115
25,4,31,1,0.12378
25,4,32,1,0.44186
25,4,33,1,0.31918
25,4,38,1,0.47717
25,4,38,2,0.22508
25,4,38,3,0.13882
25,4,38,4,0.0669
25,4,38,5,0.070079
25,4,38,6,0.06107
25,4,38,7,0.073208
25,4,38,8,0.058655
25,4,38,9,0.055639
25,4,38,10,0.051556
25,4,38,11,0.046981
25,4,38,12,0.044169
25,4,38,13,0.043093
25,4,38,14,0.04039
25,4,38,15,0.036479
25,4,38,16,0.038706
25,4,38,17,0.035857
25,4,38,18,0.035273
25,4,38,19,0.035692
25,4,38,20,0.034403
25,4,39,1,0.34049
25,4,39,2,0.19758
25,4,39,3,0.15216
25,4,39,4,0.10677
25,4,39,5,0.073552
25,4,39,6,0.048071
25,4,39,7,0.04402
25,4,39,8,0.038922
25,4,39,9,0.039153
25,4,39,10,0.034269
25,4,39,11,0.03664
25,4,39,12,0.034365
25,4,39,13,0.03423
25,4,40,1,0.11736
25,4,40,2,0.09795
25,4,40,3,0.083541
25,4,40,4,0.088041
25,4,40,5,0.07225
25,4,40,6,0.078705
25,4,40,7,0.075172
25,4,40,8,0.076092
25,4,40,9,0.07187
25,4,40,10,0.069499
25,4,40,11,0.07152
25,4,40,12,0.070321
25,4,40,13,0.074042
25,4,40,14,0.073747
25,4,40,15,0.080974
25,4,40,16,0.083344
25,4,40,17,0.095604
25,4,40,18,0.1353
25,4,40,19,0.20897
25,4,40,20,0.27722
25,4,40,21,0.36218
25,4,40,22,0.47439
25,4,40,23,0.49824
25,4,41,1,0.080098
25,4,41,2,0.086119
25,4,41,3,0.092678
25,4,41,4,0.069773
25,4,41,5,0.073635
25,4,41,6,0.080215
25,4,41,7,0.090285
25,4,41,8,0.067041
25,4,42,1,0.056355
25,4,42,2,0.060872
25,4,42,3,0.068244
25,4,42,4,0.079369
25,4,42,5,0.073288
25,4,42,6,0.049469
25,4,42,7,0.053334
25,4,42,8,0.061911
25,4,42,9,0.076702
25,4,42,10,0.070047
25,4,60,1,0.048851
25,4,60,2,0.036322
25,4,60,3,0.025081
25,4,60,4,0.025975
25,4,60,5,0.027002
25,4,60,6,0.031098
25,4,60,7,0.033636
25,4,60,8,0.065627
25,4,60,9,0.081772
25,4,60,10,0.07986
25,4,61,1,0.089549
25,4,61,2,0.084622
25,4,61,3,0.083236
25,4,61,4,0.081451
25,4,61,5,0.078035
25,4,61,6,0.077049
25,4,61,7,0.079009
25,4,61,8,0.09479
25,4,61,9,0.22041
25,4,61,10,0.39246
25,4,62,1,0.020136
25,4,62,2,0.022488
25,4,62,3,0.022885
25,4,62,4,0.019064
25,4,62,5,0.020858
25,4,62,6,0.025381
25,4,62,7,0.045207
25,4,62,8,0.1539
25,4,62,9,0.26852
25,4,62,10,0.26656
25,4,200,1,0.11008
25,4,201,1,0.17513
25,4,202,1,0.019727
25,4,202,2,0.044709
25,4,203,1,0.021839
25,4,204,1,0.10195
25,4,204,2,0.14689
25,4,204,3,0.18183
25,4,204,4,0.10735
25,4,204,5,0.20264
25,4,204,6,0.15929
25,4,204,7,0.27745
25,4,204,8,0.217
25,4,204,9,0.10841
25,4,204,10,0.11079
25,4,204,11,0.10375
25,4,204,12,0.1358
25,4,204,13,0.099441
25,4,204,14,0.096
25,4,204,15,0.20719
25,4,204,16,0.11815
25,4,204,17,0.20893
25,4,204,18,0.095952
25,4,204,19,0.41201
25,4,204,20,0.26754
25,4,204,21,0.22097
25,4,204,22,0.069418
25,4,204,23,0.064807
25,4,204,24,0.11023
25,4,205,1,0.16317
25,4,206,1,0.08401
25,4,206,2,0.098236
25,4,206,3,0.10609
25,4,206,4,0.12547
25,4,206,5,0.13389
25,4,206,6,0.15054
25,4,206,7,0.16677
25,4,206,8,0.10112
25,4,206,9,0.048287
25,4,206,10,0.047161
25,4,206,11,0.063059
25,4,206,12,0.071535
25,4,207,1,0.039169
25,4,209,1,0.030859
25,4,209,2,0.039046
25,4,209,3,0.035177
25,4,209,4,0.034798
25,4,209,5,0.037943
25,4,209,6,0.035653
25,4,209,7,0.048108
25,4,209,8,0.031115
25,4,209,9,0.067255
25,4,209,10,0.037027
25,4,209,11,0.040182
25,4,209,12,0.045535
25,4,210,1,0.038339
25,4,210,2,0.056208
25,4,210,3,0.031771
25,4,210,4,0.054381
25,4,210,5,0.040968
25,4,210,6,0.03545
25,4,210,7,0.041704
25,4,210,8,0.033855
25,4,210,9,0.051812
25,4,210,10,0.038684
25,4,210,11,0.032846
25,4,210,12,0.039994
25,4,211,1,0.16317
25,4,211,2,0.2407
25,4,211,3,0.071519
25,4,212,1,0.10113
25,4,212,2,0.35856
25,4,212,3,0.03811
25,4,213,1,0.088878
25,4,213,2,0.37469
25,4,213,3,0.04651
25,4,214,1,0.094773
25,4,214,2,0.3647
25,4,214,3,0.056769
25,4,215,1,0.11113
25,4,215,2,0.35646
25,4,215,3,0.055413
25,4,216,1,0.04156
25,4,216,2,0.042784
25,4,216,3,0.02966
25,4,216,4,0.066548
25,4,216,5,0.034562
25,4,216,6,0.046283
25,4,217,1,0.033188
25,4,218,1,0.055135
25,4,218,2,0.058928
25,4,218,3,0.050043
25,4,218,4,0.056064
25,4,218,5,0.049239
25,4,218,6,0.056726
25,4,218,7,0.053894
25,4,218,8,0.049669
25,4,218,9,0.058336
25,4,218,10,0.055253
25,4,218,11,0.063296
25,4,218,12,0.057307
25,4,401,1,0.045593
25,4,402,1,0.10896
25,4,405,1,0.043525
25,4,406,1,0.030599
25,4,407,1,0.076897
25,4,410,1,0.062463
25,4,410,2,0.077415
25,4,410,3,0.064949
25,4,410,4,0.074407
25,4,410,5,0.078592
25,4,410,6,0.070947
25,4,410,7,0.08864
25,4,418,1,0.050027
25,4,420,1,0.067361
25,4,421,1,NaN
25,4,422,1,0.053763
25,4,425,1,0.041999
25,4,427,1,0.060107
25,4,427,2,0.046591
25,4,427,3,0.041313
25,4,427,4,0.043586
25,4,427,5,0.046555
28,1,28,2,0.16096
28,1,28,3,0.14176
28,1,28,4,0.093865
28,1,28,5,0.093044
28,1,28,6,0.06668
28,1,28,7,0.073704
28,1,28,8,0.060467
28,1,28,9,0.055982
28,1,28,10,0.05229
28,1,28,11,0.051395
28,1,28,12,0.045128
28,1,28,13,0.047282
28,1,29,1,0.4993
28,1,30,1,0.53563
28,1,31,1,0.28149
28,1,32,1,0.31379
28,1,33,1,0.42017
28,1,38,1,0.16938
28,1,38,2,0.19537
28,1,38,3,0.10945
28,1,38,4,0.10813
28,1,38,5,0.095419
28,1,38,6,0.092117
28,1,38,7,0.080473
28,1,38,8,0.081178
28,1,38,9,0.074666
28,1,38,10,0.061477
28,1,38,11,0.059733
28,1,38,12,0.063036
28,1,38,13,0.057511
28,1,38,14,0.061152
28,1,38,15,0.053027
28,1,38,16,0.052649
28,1,38,17,0.054209
28,1,38,18,0.049544
28,1,38,19,0.052071
28,1,38,20,0.050655
28,1,39,1,0.20701
28,1,39,2,0.15158
28,1,39,3,0.11381
28,1,39,4,0.094592
28,1,39,5,0.072414
28,1,39,6,0.067644
28,1,39,7,0.06364
28,1,39,8,0.052891
28,1,39,9,0.054612
28,1,39,10,0.05209
28,1,39,11,0.049722
28,1,39,12,0.045535
28,1,39,13,0.048938
28,1,40,1,0.22493
28,1,40,2,0.28624
28,1,40,3,0.30984
28,1,40,4,0.33717
28,1,40,5,0.29526
28,1,40,6,0.31494
28,1,40,7,0.30181
28,1,40,8,0.32211
28,1,40,9,0.31334
28,1,40,10,0.31002
28,1,40,11,0.33433
28,1,40,12,0.33507
28,1,40,13,0.36186
28,1,40,14,0.36093
28,1,40,15,0.38234
28,1,40,16,0.38865
28,1,40,17,0.38588
28,1,40,18,0.38203
28,1,40,19,0.35851
28,1,40,20,0.32917
28,1,40,21,0.30466
28,1,40,22,0.28898
28,1,40,23,0.2763
28,1,41,1,0.18729
28,1,41,2,0.20278
28,1,41,3,0.22007
28,1,41,4,0.21022
28,1,41,5,0.17118
28,1,41,6,0.18929
28,1,41,7,0.21398
28,1,41,8,0.20313
28,1,42,1,0.14574
28,1,42,2,0.15833
28,1,42,3,0.17581
28,1,42,4,0.20429
28,1,42,5,0.21135
28,1,42,6,0.12426
28,1,42,7,0.13952
28,1,42,8,0.1613
28,1,42,9,0.19643
28,1,42,10,0.20107
28,1,60,1,0.13112
28,1,60,2,0.17112
28,1,60,3,0.26044
28,1,60,4,0.32865
28,1,60,5,0.3866
28,1,60,6,0.44034
28,1,60,7,0.49749
28,1,60,8,0.53042
28,1,60,9,0.54473
28,1,60,10,0.56979
28,1,61,1,0.18703
28,1,61,2,0.28083
28,1,61,3,0.31569
28,1,61,4,0.31448
28,1,61,5,0.32455
28,1,61,6,0.34908
28,1,61,7,0.37588
28,1,61,8,0.38611
28,1,61,9,0.35114
28,1,61,10,0.29445
28,1,62,1,0.076147
28,1,62,2,0.11973
28,1,62,3,0.16993
28,1,62,4,0.2089
28,1,62,5,0.25572
28,1,62,6,0.26804
28,1,62,7,0.32035
28,1,62,8,0.31282
28,1,62,9,0.19194
28,1,62,10,0.28965
28,1,200,1,0.16738
28,1,201,1,0.079888
28,1,202,1,0.034086
28,1,202,2,0.080353
28,1,203,1,0.025372
28,1,204,1,0.44779
28,1,204,2,0.41029
28,1,204,3,0.38636
28,1,204,4,0.45336
28,1,204,5,0.40043
28,1,204,6,0.43961
28,1,204,7,0.37116
28,1,204,8,0.40319
28,1,204,9,0.39741
28,1,204,10,0.39199
28,1,204,11,0.41898
28,1,204,12,0.39292
28,1,204,13,0.069737
28,1,204,14,0.0896
28,1,204,15,0.11252
28,1,204,16,0.075721
28,1,204,17,0.084142
28,1,204,18,0.073446
28,1,204,19,0.10676
28,1,204,20,0.098541
28,1,204,21,0.14847
28,1,204,22,0.11294
28,1,204,23,0.088744
28,1,204,24,0.11414
28,1,205,1,0.35245
28,1,206,1,0.29
28,1,206,2,0.28124
28,1,206,3,0.2766
28,1,206,4,0.27411
28,1,206,5,0.27086
28,1,206,6,0.26577
28,1,206,7,0.26899
28,1,206,8,0.2903
28,1,206,9,0.31135
28,1,206,10,0.31468
28,1,206,11,0.30403
28,1,206,12,0.29635
28,1,207,1,0.074575
28,1,209,1,0.047631
28,1,209,2,0.042933
28,1,209,3,0.043522
28,1,209,4,0.040681
28,1,209,5,0.044645
28,1,209,6,0.046633
28,1,209,7,0.045185
28,1,209,8,0.043384
28,1,209,9,0.048722
